x;y;causa;data
286,074252;244,87502;lightning;2000-08-25
254,954953;304,87501;lightning;2000-08-25
265,114840;314,87500;lightning;2000-08-25
175,314720;334,87497;lightning;2000-08-25
114,910976;104,87501;other;2000-08-26
224,954955;374,87500;other;2000-08-26
285,354702;264,87499;accident;2000-08-27
325,074861;214,87502;accident;2000-08-27
 65,474613;244,87502;other;2000-08-27
204,954943;234,87499;accident;2000-08-28
 55,474627;234,87499;accident;2000-08-28
274,875016;254,87500;accident;2000-08-29
224,875005;244,87502;other;2000-08-29
194,994932;374,87500;accident;2000-08-29
225,034905;294,87499;other;2000-08-29
145,394671;234,87499;accident;2000-08-29
145,434647;234,87499;accident;2000-08-29
 65,114838;164,87501;other;2000-08-30
164,883004; 84,87500;intentional;2000-08-30
285,554577;304,87501;lightning;2000-08-30
274,954966;304,87501;lightning;2000-08-30
234,994916;274,87502;lightning;2000-08-30
285,594552;304,87501;lightning;2000-08-30
265,034890;294,87499;lightning;2000-08-30
265,194790;304,87501;lightning;2000-08-30
315,114850;214,87502;lightning;2000-08-30
185,034881;354,87498;other;2000-08-30
274,994941;314,87500;lightning;2000-08-30
305,074889;304,87501;lightning;2000-08-30
265,234765;304,87501;lightning;2000-08-30
274,914991;354,87498;intentional;2000-08-30
215,114869;364,87501;other;2000-08-30
174,994920;364,87501;other;2000-08-30
245,154842;324,87499;accident;2000-08-30
135,194810;254,87500;accident;2000-08-30
234,874991; 94,87499;accident;2000-08-31
295,074863;204,87499;other;2000-08-31
314,954950;314,87500;lightning;2000-08-31
 45,074891;224,87501;other;2000-08-31
284,910979; 54,87500;accident;2000-09-03
325,434636;204,87499;accident;2000-09-03
 65,394663;254,87500;other;2000-09-03
115,514598; 94,87499;other;2000-09-07
304,954964;234,87499;accident;2000-09-07
 85,554575;244,87502;accident;2000-09-07
 85,594550;244,87502;accident;2000-09-07
 94,954936;234,87499;accident;2000-09-07
265,314715; 54,87500;accident;2000-09-08
255,114854; 94,87499;accident;2000-09-08
115,034898; 64,87499;intentional;2000-09-08
274,875016;164,87501;accident;2000-09-08
245,114867;324,87499;other;2000-09-08
185,114831;184,87498;accident;2000-09-08
 14,918990;224,87501;accident;2000-09-08
135,154835;254,87500;accident;2000-09-08
274,994941;304,87501;lightning;2000-09-09
275,034916;304,87501;lightning;2000-09-09
285,674502;304,87501;lightning;2000-09-09
244,914992;344,87500;other;2000-09-09
285,474627;344,87500;lightning;2000-09-09
165,074884;214,87502;accident;2000-09-09
165,114859;214,87502;accident;2000-09-09
255,154829; 74,87501;accident;2000-09-10
164,994934; 74,87501;accident;2000-09-10
244,875017;284,87500;accident;2000-09-10
254,994928;204,87499;accident;2000-09-10
215,114869;284,87500;accident;2000-09-10
215,074894;274,87502;accident;2000-09-10
285,634527;334,87497;accident;2000-09-10
 45,034916;194,87501;accident;2000-09-10
 74,875014;224,87501;other;2000-09-10
 86,034275;244,87502;other;2000-09-10
225,194805;324,87499;accident;2000-09-13
204,954943;344,87500;accident;2000-09-13
124,994909;214,87502;accident;2000-09-13
135,274760;144,87500;intentional;2000-09-14
135,314735;144,87500;intentional;2000-09-14
224,954955; 94,87499;other;2000-09-14
215,074894;284,87500;accident;2000-09-14
195,034907;374,87500;accident;2000-09-14
195,354707;304,87501;other;2000-09-14
305,034914;344,87500;accident;2000-09-14
195,154832;234,87499;other;2000-09-14
145,034897;154,87498;accident;2000-09-15
115,834398; 94,87499;intentional;2000-09-15
105,274762; 94,87499;other;2000-09-15
224,994930; 94,87499;other;2000-09-15
105,314737; 94,87499;other;2000-09-15
204,994918;314,87500;other;2000-09-15
165,154834;214,87502;other;2000-09-15
234,874991;204,87499;accident;2000-09-16
214,875019;224,87501;accident;2000-09-16
184,954931;364,87501;other;2000-09-16
175,354695;334,87497;accident;2000-09-16
244,954967;294,87499;accident;2000-09-16
205,154818;194,87501;accident;2000-09-16
265,394665; 54,87500;intentional;2000-09-17
224,954955;244,87502;accident;2000-09-17
214,954969;294,87499;other;2000-09-17
125,034884;214,87502;other;2000-09-17
165,194809;214,87502;accident;2000-09-17
334,914947;154,87498;accident;2000-09-18
274,954966;204,87499;accident;2000-09-18
224,875005;254,87500;accident;2000-09-18
165,234784;214,87502;accident;2000-09-18
375,314722;114,87500;intentional;2000-09-19
304,994939;184,87498;accident;2000-09-19
264,914965;274,87502;other;2000-09-19
314,994925;304,87501;accident;2000-09-19
115,874373; 94,87499;other;2000-09-20
145,194796; 94,87499;accident;2000-09-21
 55,554577;234,87499;accident;2000-09-21
244,954967;164,87501;accident;2000-09-22
214,994944;334,87497;accident;2000-09-22
 34,910967;244,87502;accident;2000-09-22
274,942973;104,87501;intentional;2000-09-23
145,074872;154,87498;other;2000-09-23
135,354710;144,87500;intentional;2000-09-23
235,394666;254,87500;accident;2000-09-23
 65,594538;254,87500;accident;2000-09-23
164,914984;204,87499;accident;2000-09-24
314,875000;174,87499;accident;2000-09-25
214,914994;204,87499;accident;2000-09-25
184,954931;204,87499;other;2000-09-25
335,033273;164,87501;other;2000-09-26
335,034872;254,87500;lightning;2000-09-26
365,074885;154,87498;lightning;2000-09-27
295,034888;304,87501;lightning;2000-09-27
 95,274736;184,87498;other;2000-09-27
144,994922;174,87499;accident;2000-09-27
 55,154827;204,87499;accident;2000-09-28
 55,594552;234,87499;accident;2000-09-30
375,154822;114,87500;accident;2000-10-03
 55,034902;254,87500;accident;2000-10-03
 75,114864;134,87501;intentional;2000-10-07
294,954938;274,87502;accident;2000-10-07
 55,154827;234,87499;other;2000-10-07
345,154823;154,87498;other;2000-10-08
125,034884;124,87498;accident;2000-10-08
135,154835;144,87500;accident;2000-10-08
175,274745;334,87497;other;2000-10-08
205,114843;304,87501;other;2000-10-08
214,914994;294,87499;accident;2000-10-08
134,875010;214,87502;accident;2000-10-08
135,034910;234,87499;accident;2000-10-08
115,794423; 94,87499;other;2000-10-09
125,234759;124,87498;intentional;2000-10-09
284,954952;274,87502;lightning;2000-10-09
271,357216;324,87499;lightning;2000-10-09
264,914965;324,87499;lightning;2000-10-09
 25,034903;194,87501;other;2000-10-09
 44,954966;234,87499;other;2000-10-09
 85,954325;244,87502;accident;2000-10-09
 95,194786;184,87498;intentional;2000-10-09
285,674502;334,87497;accident;2000-10-10
224,994930;374,87500;accident;2000-10-10
195,194807;234,87499;accident;2000-10-10
 75,114864;234,87499;other;2000-10-10
 34,914965;244,87502;accident;2000-10-13
 34,918962;244,87502;other;2000-10-14
264,914965;244,87502;accident;2000-10-15
125,274734;124,87498;other;2000-10-16
 55,154827;254,87500;accident;2000-10-16
345,194798;154,87498;other;2000-10-17
125,314709;124,87498;accident;2000-10-17
264,954940;244,87502;other;2000-10-17
 55,194802;254,87500;accident;2000-10-17
 84,994925;254,87500;accident;2000-10-18
354,914959;154,87498;other;2000-10-19
214,954969;224,87501;accident;2000-10-19
264,954940;274,87502;accident;2000-10-26
265,394665; 84,87500;accident;2000-10-28
345,154823;204,87499;accident;2000-10-29
286,114227;244,87502;accident;2000-10-29
334,914947;254,87500;accident;2000-11-03
214,994944;274,87502;intentional;2000-11-03
 65,434638;254,87500;other;2000-11-03
185,034881;184,87498;intentional;2000-11-03
324,994911;144,87500;accident;2000-11-06
285,674502;244,87502;accident;2000-11-07
274,994941;334,87497;other;2000-11-07
194,994932;324,87499;other;2000-11-07
 14,835042;224,87501;accident;2000-11-07
 65,434638;244,87502;accident;2000-11-07
135,314735;194,87501;other;2000-11-07
 85,714475;244,87502;accident;2000-11-07
 44,954966;224,87501;accident;2000-11-07
334,874972;144,87500;accident;2000-11-08
254,875003;184,87498;other;2000-11-08
214,914994;254,87500;lightning;2000-11-08
215,034919;284,87500;lightning;2000-11-08
 55,274752;234,87499;other;2000-11-08
204,874993;204,87499;accident;2000-11-08
 55,314727;234,87499;other;2000-11-08
255,434654; 64,87499;intentional;2000-11-09
104,875012;114,87500;other;2000-11-09
214,875019;174,87499;accident;2000-11-09
135,234785;144,87500;other;2000-11-09
285,554577;334,87497;other;2000-11-09
285,594552;334,87497;lightning;2000-11-09
 95,554561;254,87500;accident;2000-11-09
255,474629; 64,87499;accident;2000-11-10
294,994913; 64,87499;accident;2000-11-10
234,954941;184,87498;accident;2000-12-03
275,234791; 84,87500;intentional;2000-12-06
125,074859;224,87501;intentional;2000-12-06
255,354703; 64,87499;accident;2000-12-07
355,194784;234,87499;accident;2000-12-07
335,234747;184,87498;accident;2000-12-07
274,875016;184,87498;accident;2000-12-07
284,914977;274,87502;lightning;2000-12-07
 44,994941;224,87501;other;2000-12-07
 55,034902;214,87502;accident;2000-12-07
135,354710;194,87501;accident;2000-12-07
 75,034914;214,87502;accident;2000-12-07
164,954959;234,87499;accident;2000-12-07
344,874998;144,87500;intentional;2000-12-08
135,194810;144,87500;intentional;2000-12-08
264,954940; 94,87499;intentional;2000-12-09
334,993698;164,87501;lightning;2000-12-09
 65,034888; 94,87499;accident;2000-12-09
254,954953;174,87499;accident;2000-12-09
335,074847;244,87502;lightning;2000-12-09
334,994897;254,87500;lightning;2000-12-09
344,994923;234,87499;lightning;2000-12-09
184,914956;324,87499;other;2000-12-09
 95,234761;184,87498;intentional;2000-12-09
 94,994911;244,87502;accident;2000-12-09
 85,994300;244,87502;accident;2000-12-09
175,314720;104,87501;lightning;2001-01-06
195,634532;304,87501;other;2001-01-06
 44,994941;244,87502;accident;2001-01-06
114,914973;114,87500;accident;2001-01-07
105,394687;134,87501;other;2001-01-07
215,034919;254,87500;intentional;2001-01-07
235,034891;184,87498;accident;2001-01-07
335,314697;184,87498;accident;2001-01-07
285,714477;304,87501;accident;2001-01-07
245,034917;164,87501;accident;2001-01-07
235,434641;254,87500;accident;2001-01-07
 65,674488;254,87500;other;2001-01-07
104,954962;244,87502;other;2001-01-07
104,914987;204,87499;other;2001-01-07
 55,794427;234,87499;other;2001-01-07
195,474632;214,87502;accident;2001-01-07
 55,114852;214,87502;accident;2001-01-07
 74,994939;124,87498;other;2001-01-08
104,914987; 84,87500;other;2001-01-08
355,234759;234,87499;other;2001-01-08
244,994942;314,87500;other;2001-01-08
175,074870;314,87500;accident;2001-01-08
154,914958;194,87501;other;2001-01-08
125,114834;214,87502;accident;2001-01-08
 24,950956;234,87499;intentional;2001-01-08
 95,034886; 84,87500;intentional;2001-01-10
195,994307;304,87501;other;2001-01-10
325,114836;254,87500;accident;2001-02-04
275,194816;244,87502;accident;2001-02-06
 55,154827;244,87502;accident;2001-02-06
 25,166821;234,87499;accident;2001-02-06
 84,994925;174,87499;other;2001-02-07
254,875003;264,87499;accident;2001-02-07
184,914956;314,87500;accident;2001-02-07
185,194781;304,87501;accident;2001-02-07
235,274741;294,87499;other;2001-02-07
175,034895;364,87501;lightning;2001-02-07
195,674507;304,87501;other;2001-02-07
225,394680;274,87502;accident;2001-02-07
215,154844;364,87501;lightning;2001-02-07
195,714482;304,87501;other;2001-02-07
125,474609;224,87501;other;2001-02-07
245,034917;314,87500;other;2001-02-08
155,314708;174,87499;other;2001-02-08
234,914966;124,87498;intentional;2001-02-09
225,074880;124,87498;intentional;2001-02-09
114,914973;164,87501;accident;2001-02-09
 54,994927;104,87501;other;2001-02-09
225,434655;324,87499;intentional;2001-02-09
 86,314100;244,87502;accident;2001-02-09
 25,094866;234,87499;accident;2001-02-10
286,194177;244,87502;other;2001-02-17
324,914961;234,87499;other;2001-02-20
354,994909;214,87502;accident;2001-02-22
286,274127;244,87502;accident;2001-03-06
304,875014;334,87497;other;2001-03-06
 14,926985;224,87501;other;2001-03-06
265,474615; 54,87500;lightning;2001-03-07
184,874981; 74,87501;other;2001-03-07
235,474616;254,87500;accident;2001-03-07
275,234791;244,87502;other;2001-03-07
274,875016;274,87502;lightning;2001-03-07
270,917491;324,87499;lightning;2001-03-07
195,074882;374,87500;lightning;2001-03-07
225,434655;274,87502;accident;2001-03-07
204,874993;184,87498;other;2001-03-07
 65,674488;244,87502;other;2001-03-07
145,634522;234,87499;other;2001-03-07
 55,234777;244,87502;other;2001-03-07
144,914972;104,87501;accident;2001-03-08
116,234148; 94,87499;other;2001-03-08
105,514612; 94,87499;other;2001-03-08
215,234794;284,87500;accident;2001-03-08
 56,074252;234,87499;intentional;2001-03-08
125,034884;244,87502;other;2001-03-08
154,914958;204,87499;accident;2001-03-08
352,966018;165,02699;accident;2001-03-09
295,074863;274,87502;lightning;2001-03-09
285,874377;304,87501;lightning;2001-03-09
285,914352;304,87501;lightning;2001-03-09
295,114838;274,87502;lightning;2001-03-09
285,634527;344,87500;accident;2001-03-09
265,394665;304,87501;lightning;2001-03-09
195,914357;304,87501;other;2001-03-09
104,954962;194,87501;accident;2001-03-09
294,914963;294,87499;intentional;2001-03-11
284,918974; 54,87500;accident;2001-03-13
225,074880;294,87499;accident;2001-03-14
265,434640; 84,87500;accident;2001-03-21
295,074863;254,87500;accident;2001-03-23
305,514614; 74,87501;accident;2001-03-25
 95,034886;244,87502;accident;2001-04-06
174,954945;154,87498;other;2001-04-07
174,914970; 84,87500;other;2001-04-07
284,994927;284,87500;lightning;2001-04-07
285,754452;304,87501;lightning;2001-04-07
234,874991;194,87501;accident;2001-04-07
265,314715;304,87501;lightning;2001-04-07
184,954931;344,87500;intentional;2001-04-07
265,154815;314,87500;lightning;2001-04-07
294,994913;324,87499;lightning;2001-04-07
275,074891;314,87500;lightning;2001-04-07
275,114866;314,87500;lightning;2001-04-07
215,154844;254,87500;accident;2001-04-07
 55,834402;234,87499;other;2001-04-07
135,314735;254,87500;other;2001-04-07
 65,714463;244,87502;accident;2001-04-07
265,514590; 54,87500;other;2001-04-08
116,274123; 94,87499;other;2001-04-08
195,154832;174,87499;other;2001-04-08
235,234766;174,87499;accident;2001-04-08
245,074892;314,87500;other;2001-04-08
225,234780;334,87497;accident;2001-04-08
 24,954953;194,87501;intentional;2001-04-08
 86,234150;244,87502;other;2001-04-08
125,074859;204,87499;other;2001-04-08
165,074884; 74,87501;accident;2001-04-09
 75,034914;124,87498;intentional;2001-04-09
 44,994941;124,87498;intentional;2001-04-09
335,074847;254,87500;lightning;2001-04-09
285,394677;264,87499;lightning;2001-04-09
304,954964;244,87502;lightning;2001-04-09
291,605952;239,97900;lightning;2001-04-09
286,873712;244,87502;lightning;2001-04-09
345,034898;234,87499;lightning;2001-04-09
235,114841;274,87502;lightning;2001-04-09
295,074863;304,87501;lightning;2001-04-09
305,114864;304,87501;lightning;2001-04-09
145,194796;174,87499;other;2001-04-09
135,634535;194,87501;other;2001-04-12
305,554589; 74,87501;accident;2001-04-14
255,154829; 94,87499;accident;2001-04-14
325,114836; 84,87500;accident;2001-04-17
 54,875002;184,87498;accident;2001-04-18
335,274722;184,87498;accident;2001-04-20
155,434633;154,87498;accident;2001-04-23
 44,902998;104,87501;accident;2001-04-23
295,074863;314,87500;lightning;2001-04-25
 35,034889;204,87499;other;2001-04-25
344,994923;144,87500;other;2001-04-28
295,114838;314,87500;accident;2001-04-28
 65,634513;254,87500;other;2001-04-28
 86,074250;244,87502;accident;2001-04-28
275,074891; 64,87499;accident;2001-05-04
325,474611;204,87499;other;2001-05-05
125,354684;124,87498;other;2001-05-06
 94,874986;114,87500;other;2001-05-06
215,154844;284,87500;accident;2001-05-06
105,154837;254,87500;other;2001-05-06
145,554572;234,87499;accident;2001-05-06
195,074882;174,87499;intentional;2001-05-07
234,914966;204,87499;accident;2001-05-07
245,674517;354,87498;other;2001-05-07
245,714492;354,87498;other;2001-05-07
225,154830;334,87497;accident;2001-05-07
270,477766;324,87499;lightning;2001-05-07
165,074884;234,87499;accident;2001-05-07
 14,875017;244,87502;other;2001-05-07
 55,874377;234,87499;accident;2001-05-07
105,194812;254,87500;other;2001-05-07
144,874997;244,87502;accident;2001-05-07
 55,194802;204,87499;other;2001-05-07
116,314098; 94,87499;intentional;2001-05-08
286,553952;244,87502;intentional;2001-05-08
286,593927;244,87502;intentional;2001-05-08
286,633902;244,87502;intentional;2001-05-08
286,673877;244,87502;intentional;2001-05-08
286,713852;244,87502;intentional;2001-05-08
225,274755;334,87497;other;2001-05-08
125,674484;224,87501;accident;2001-05-08
275,154841; 34,87499;accident;2001-05-09
155,514583;154,87498;lightning;2001-05-09
274,954966;264,87499;lightning;2001-05-09
335,114822;254,87500;lightning;2001-05-09
104,954962;204,87499;accident;2001-05-09
245,154842; 74,87501;accident;2001-05-12
314,994925;264,87499;accident;2001-05-14
284,882997;204,87499;accident;2001-05-17
284,882997;174,87499;other;2001-05-17
 65,154813;164,87501;accident;2001-05-18
285,514602;344,87500;lightning;2001-05-22
134,914985;114,87500;intentional;2001-05-29
264,914965;224,87501;accident;2001-05-30
344,994923;224,87501;intentional;2001-05-30
 34,874989;214,87502;other;2001-05-30
 14,922987;224,87501;other;2001-05-30
275,154841;244,87502;accident;2001-05-31
286,234152;244,87502;accident;2001-05-31
 24,934966;234,87499;accident;2001-05-31
275,034916; 64,87499;accident;2001-06-03
324,954936;234,87499;accident;2001-06-05
105,354712; 94,87499;other;2001-06-06
184,914956; 74,87501;intentional;2001-06-07
135,554585;144,87500;intentional;2001-06-08
244,994942;214,87502;intentional;2001-06-08
315,114850;304,87501;accident;2001-06-08
205,234768;304,87501;accident;2001-06-08
185,074856;314,87500;other;2001-06-08
224,954955;344,87500;accident;2001-06-08
204,994918;344,87500;other;2001-06-08
144,954947;194,87501;other;2001-06-08
 94,914961;224,87501;intentional;2001-06-08
 65,154813;204,87499;accident;2001-06-08
164,954959;204,87499;accident;2001-06-08
135,594560;194,87501;other;2001-06-08
144,994922;194,87501;accident;2001-06-08
315,034900;264,87499;lightning;2001-06-09
274,994941;174,87499;lightning;2001-06-09
285,954327;304,87501;lightning;2001-06-09
355,074859;214,87502;lightning;2001-06-09
286,913687;244,87502;lightning;2001-06-09
315,074875;244,87502;lightning;2001-06-09
175,474620;104,87501;lightning;2001-06-09
165,314734;214,87502;intentional;2001-06-09
135,714485;254,87500;other;2001-06-09
334,874972;104,87501;accident;2001-06-10
125,394659;124,87498;accident;2001-06-13
105,234787;134,87501;other;2001-06-13
 54,954952;104,87501;other;2001-06-13
154,994908;104,87501;intentional;2001-06-13
344,874998;124,87498;intentional;2001-06-14
155,034883;104,87501;intentional;2001-06-14
145,234772; 94,87499;accident;2001-06-15
145,274746; 94,87499;intentional;2001-06-15
244,994942;164,87501;intentional;2001-06-15
214,994944;294,87499;accident;2001-06-15
295,114838;204,87499;other;2001-06-16
275,034916;314,87500;intentional;2001-06-16
195,474632;304,87501;other;2001-06-16
135,074885;244,87502;accident;2001-06-16
104,994937;264,87499;accident;2001-06-16
214,914994;174,87499;other;2001-06-17
214,875019; 74,87501;other;2001-06-17
215,194819;284,87500;accident;2001-06-17
195,514607;304,87501;accident;2001-06-17
 65,554563;244,87502;other;2001-06-17
214,954969;174,87499;other;2001-06-18
325,034886;224,87501;accident;2001-06-18
314,875000;294,87499;other;2001-06-18
194,875007;314,87500;other;2001-06-18
 35,074864;204,87499;accident;2001-06-18
135,114860;244,87502;accident;2001-06-18
 55,674502;234,87499;accident;2001-06-18
 45,034916;244,87502;accident;2001-06-18
125,074859;214,87502;accident;2001-06-18
105,394687; 94,87499;other;2001-06-19
165,034909;234,87499;accident;2001-06-19
104,914987;244,87502;other;2001-06-19
155,074858;104,87501;accident;2001-06-20
295,074863;214,87502;other;2001-06-20
286,314102;244,87502;accident;2001-06-20
184,994906;194,87501;accident;2001-06-20
135,514610;194,87501;accident;2001-06-20
 25,030906;234,87499;other;2001-06-20
255,234779; 94,87499;intentional;2001-06-21
284,918974;184,87498;other;2001-06-21
235,234766;294,87499;intentional;2001-06-21
205,034893;354,87498;other;2001-06-21
155,194783;174,87499;accident;2001-06-21
 94,874986;224,87501;accident;2001-06-21
 95,594536;254,87500;accident;2001-06-21
 55,714477;234,87499;other;2001-06-21
304,875014; 94,87499;accident;2001-06-22
144,874997;104,87501;accident;2001-06-22
105,434662; 94,87499;other;2001-06-22
286,354077;244,87502;other;2001-06-22
274,954966;174,87499;accident;2001-06-22
255,034904;344,87500;accident;2001-06-22
254,954953;354,87498;accident;2001-06-22
 55,754452;234,87499;accident;2001-06-22
184,994906;204,87499;other;2001-06-22
295,034888; 64,87499;accident;2001-06-23
224,914980;124,87498;accident;2001-06-23
105,274762;134,87501;accident;2001-06-23
105,314737;134,87501;other;2001-06-23
274,994941;204,87499;accident;2001-06-23
235,074866;274,87502;accident;2001-06-23
195,074882;324,87499;other;2001-06-23
224,954955;304,87501;other;2001-06-23
165,274759;214,87502;accident;2001-06-23
185,034881;194,87501;other;2001-06-23
125,394659;224,87501;accident;2001-06-23
175,674495;234,87499;accident;2001-06-23
 74,914989;224,87501;accident;2001-06-23
255,274754; 94,87499;intentional;2001-06-24
254,904025;104,87501;accident;2001-06-24
255,314729; 94,87499;intentional;2001-06-24
284,954952;114,87500;accident;2001-06-24
154,914958;114,87500;other;2001-06-24
105,354712;134,87501;accident;2001-06-24
195,114857;324,87499;other;2001-06-24
155,234758;174,87499;accident;2001-06-24
205,234768;194,87501;other;2001-06-24
194,954957;194,87501;other;2001-06-24
 75,154839;234,87499;accident;2001-06-24
354,316014;163,78801;accident;2001-06-25
304,875014;274,87502;accident;2001-06-25
225,354705;274,87502;accident;2001-06-25
135,554585;194,87501;other;2001-06-25
104,914987;114,87500;other;2001-06-26
145,594547;234,87499;intentional;2001-06-26
 95,314711;184,87498;accident;2001-06-26
 65,594538;244,87502;other;2001-06-26
 55,234777;254,87500;accident;2001-06-26
134,994935;124,87498;other;2001-06-27
115,914348; 94,87499;accident;2001-06-27
195,554582;304,87501;other;2001-06-27
 14,931102;224,87501;accident;2001-06-27
125,114834;254,87500;other;2001-06-27
253,692983; 86,36499;accident;2001-06-28
115,954323; 94,87499;accident;2001-06-28
 44,906996;104,87501;other;2001-06-28
195,154832;324,87499;accident;2001-06-28
155,274733;174,87499;intentional;2001-06-28
 65,634513;244,87502;accident;2001-06-28
125,434634;124,87498;other;2001-06-29
315,034900;304,87501;accident;2001-06-29
255,074879;334,87497;accident;2001-06-29
184,874981;314,87500;accident;2001-06-29
225,154830;294,87499;accident;2001-06-29
 86,114225;244,87502;accident;2001-06-30
125,434634;224,87501;other;2001-06-30
344,954948;144,87500;other;2001-07-04
 34,922959;244,87502;accident;2001-07-05
 95,074861; 64,87499;accident;2001-07-06
125,074859;254,87500;other;2001-07-06
164,994934;234,87499;other;2001-07-06
 14,875017;214,87502;accident;2001-07-06
115,994298; 94,87499;accident;2001-07-07
145,114846;154,87498;other;2001-07-07
 84,875000;154,87498;accident;2001-07-07
254,914978;274,87502;accident;2001-07-07
345,074873;224,87501;accident;2001-07-07
235,154816;174,87499;accident;2001-07-07
225,114855;294,87499;accident;2001-07-07
125,514584;224,87501;accident;2001-07-07
 95,074861;244,87502;accident;2001-07-07
195,194807;174,87499;intentional;2001-07-08
245,114867;314,87500;accident;2001-07-08
195,754457;304,87501;other;2001-07-08
184,994906;344,87500;intentional;2001-07-08
 45,154841;224,87501;other;2001-07-08
 34,874989;194,87501;accident;2001-07-08
135,194810;244,87502;other;2001-07-08
 84,994925;224,87501;accident;2001-07-08
 95,674486;254,87500;other;2001-07-08
164,994934;204,87499;accident;2001-07-08
175,034895;154,87498;other;2001-07-09
325,594536;204,87499;lightning;2001-07-09
315,114850;244,87502;lightning;2001-07-09
286,953662;244,87502;lightning;2001-07-09
284,954952;314,87500;lightning;2001-07-09
154,914958;244,87502;other;2001-07-09
164,954959;174,87499;accident;2001-07-09
284,922932; 54,87500;accident;2001-07-13
284,994927;114,87500;accident;2001-07-13
125,474609;124,87498;other;2001-07-13
165,074884;154,87498;other;2001-07-13
135,074885;124,87498;accident;2001-07-13
 74,954964;124,87498;other;2001-07-13
116,034273; 94,87499;other;2001-07-13
245,074892;274,87502;accident;2001-07-13
285,794427;304,87501;lightning;2001-07-13
 25,058888;234,87499;intentional;2001-07-13
 24,938963;234,87499;accident;2001-07-13
 65,714463;254,87500;other;2001-07-13
154,874983;244,87502;other;2001-07-13
116,074248; 94,87499;other;2001-07-14
165,034909; 74,87501;other;2001-07-14
295,114838;214,87502;accident;2001-07-14
284,914977;314,87500;accident;2001-07-14
 35,114840;204,87499;accident;2001-07-14
185,194781;184,87498;other;2001-07-14
 14,914992;244,87502;intentional;2001-07-14
234,914966; 94,87499;intentional;2001-07-15
 55,234777;204,87499;intentional;2001-07-15
154,874983;194,87501;accident;2001-07-15
145,114846;174,87499;accident;2001-07-15
 55,914352;234,87499;other;2001-07-15
244,914992;154,87498;accident;2001-07-16
144,914972;114,87500;other;2001-07-16
195,114857;174,87499;intentional;2001-07-16
105,434662;134,87501;accident;2001-07-16
225,274755;324,87499;other;2001-07-16
 95,114836;244,87502;accident;2001-07-16
 55,954327;234,87499;other;2001-07-16
145,194796;204,87499;accident;2001-07-16
125,594534;224,87501;accident;2001-07-16
345,034898;144,87500;accident;2001-07-17
244,914992; 94,87499;accident;2001-07-17
 44,954966;104,87501;other;2001-07-17
185,234756;304,87501;other;2001-07-17
105,034912;264,87499;other;2001-07-17
 25,078876;234,87499;accident;2001-07-17
135,474635;254,87500;other;2001-07-17
135,514610;254,87500;other;2001-07-17
135,154835;234,87499;other;2001-07-17
 14,938977;224,87501;intentional;2001-07-17
 24,942961;234,87499;accident;2001-07-17
 94,914961; 84,87500;accident;2001-07-18
114,954948;114,87500;intentional;2001-07-18
285,714477;334,87497;other;2001-07-18
144,914972;244,87502;other;2001-07-18
 95,154811;244,87502;accident;2001-07-18
144,914972;194,87501;other;2001-07-18
145,794421;234,87499;accident;2001-07-18
305,034914;184,87498;other;2001-07-19
 55,274752;244,87502;other;2001-07-19
134,954960;114,87500;intentional;2001-07-20
105,474637;134,87501;intentional;2001-07-20
275,074891;294,87499;accident;2001-07-20
304,914989;334,87497;accident;2001-07-20
215,194819;254,87500;intentional;2001-07-20
 24,946958;234,87499;other;2001-07-20
 45,114866;224,87501;other;2001-07-20
116,114223; 94,87499;other;2001-07-21
295,114838;254,87500;other;2001-07-21
134,994935;204,87499;accident;2001-07-21
235,514591;254,87500;accident;2001-07-21
324,914961;304,87501;other;2001-07-21
 14,914992;214,87502;other;2001-07-21
 86,154200;244,87502;accident;2001-07-21
105,074887;264,87499;other;2001-07-21
114,954948;124,87498;accident;2001-07-22
105,514612;134,87501;intentional;2001-07-22
286,474002;244,87502;intentional;2001-07-22
286,513977;244,87502;intentional;2001-07-22
264,874990;214,87502;accident;2001-07-22
254,954953;294,87499;accident;2001-07-22
174,994920;324,87499;other;2001-07-22
285,754452;334,87497;accident;2001-07-22
175,754445;234,87499;accident;2001-07-22
 55,994302;234,87499;other;2001-07-22
244,954967; 94,87499;accident;2001-07-23
244,954967;154,87498;accident;2001-07-23
174,914970;164,87501;other;2001-07-23
135,394685;144,87500;intentional;2001-07-23
215,074894;254,87500;accident;2001-07-23
215,114869;254,87500;accident;2001-07-23
315,074875;304,87501;other;2001-07-23
195,194807;324,87499;accident;2001-07-23
205,114843;284,87500;other;2001-07-23
204,954943;204,87499;other;2001-07-23
135,554585;254,87500;other;2001-07-23
115,034898;214,87502;accident;2001-07-23
 65,194788;164,87501;accident;2001-07-24
204,954943;324,87499;other;2001-07-24
175,394670;334,87497;other;2001-07-24
 86,194175;244,87502;accident;2001-07-24
 66,394038;214,87502;other;2001-07-24
115,034898;244,87502;accident;2001-07-24
116,154198; 94,87499;intentional;2001-07-25
215,114869;274,87502;accident;2001-07-25
215,234794;254,87500;accident;2001-07-25
175,034895;324,87499;other;2001-07-25
184,954931;314,87500;other;2001-07-25
 56,034277;234,87499;intentional;2001-07-25
185,074856;194,87501;other;2001-07-25
114,874998;234,87499;accident;2001-07-25
245,194817;324,87499;other;2001-07-26
114,874998;254,87500;other;2001-07-26
265,034890; 94,87499;accident;2001-07-27
